734049,20091004,    21,  1,  27,     3, -1,  21
734049,20091004,    32,  1,  16,    30, -1,  13
734049,20091004,    14,  1,  34,    29, -1,  17
734049,20091004,    19,  1,  38,     4, -1,  10
734049,20091004,    22,  1,  24,    24, -1,  10
734049,20091004,    10,  1,  17,     9, -1,  10
734049,20091004,    28,  1,  35,    18, -1,   0
734049,20091004,    27,  1,  38,    17, -1,  28
734050,20091005,    20,  1,  30,    12, -1,  23
734056,20091011,     7, -1,  17,     3,  1,  14
734056,20091011,     8, -1,   6,     4,  1,   3
734056,20091011,     5,  1,  20,    32, -1,  17
734056,20091011,    27, -1,  28,    11,  1,  20
734056,20091011,     9, -1,  26,    16,  1,  20
734056,20091011,    23,  1,  44,    25, -1,   7
734056,20091011,    26,  1,  33,    30, -1,  14
734056,20091011,    20, -1,  38,    18,  1,  10
734056,20091011,     2, -1,  45,    28,  1,  10
734056,20091011,     1,  1,  28,    13, -1,  21
734056,20091011,    10,  1,  20,    21, -1,  17
734056,20091011,    29,  1,  41,    15, -1,   0
734056,20091011,    14, -1,  31,    31,  1,   9
734057,20091012,    19,  1,  31,    24, -1,  27
734063,20091018,    13, -1,  28,     7,  1,  17
734063,20091018,    15,  1,  23,    18, -1,  20
734063,20091018,    27,  1,  27,     8, -1,  14
734063,20091018,    22,  1,  48,    23, -1,  27
734063,20091018,    20,  1,  33,     3, -1,  31
734063,20091018,    12,  1,  26,    11, -1,   0
734063,20091018,     5, -1,  28,    30,  1,  21
734063,20091018,    16, -1,  14,    32,  1,   6
734063,20091018,    25,  1,  13,    26, -1,   9
734063,20091018,     1, -1,  27,    29,  1,   3
734063,20091018,    21,  1,  59,    31, -1,   0
734063,20091018,     4, -1,  16,    24,  1,  13
734063,20091018,     2,  1,  21,     6, -1,  14
734064,20091019,    10, -1,  34,    17,  1,  23
734070,20091025,     7,  1,  45,     6, -1,  10
734070,20091025,    21,  0,  35,    30,  0,   7
734070,20091025,    14, -1,  42,    18,  1,   6
734070,20091025,    27,  1,  27,    20, -1,  17
734070,20091025,    17, -1,  37,    16,  1,   7
734070,20091025,    13,  1,  24,    28, -1,  21
734070,20091025,    12, -1,  31,     8,  1,   3
734070,20091025,     4, -1,  20,     5,  1,   9
734070,20091025,    24, -1,  38,    25,  1,   0
734070,20091025,     9,  1,  37,     2, -1,  21
734070,20091025,    22, -1,  46,    19,  1,  34
734070,20091025,     1, -1,  24,    23,  1,  17
734071,20091026,    26, -1,  27,    32,  1,  17
734077,20091101,     3,  1,  30,    10, -1,   7
734077,20091101,    18, -1,  17,    11,  1,  10
734077,20091101,     9,  1,  38,    29, -1,  17
734077,20091101,     6,  1,  30,     8, -1,   6
734077,20091101,    13, -1,  31,     4,  1,  10
734077,20091101,    20, -1,  38,    12,  1,  26
734077,20091101,    19, -1,  30,    24,  1,  25
734077,20091101,    14,  1,  18,    28, -1,  14
734077,20091101,    31,  1,  30,    15, -1,  13
734077,20091101,    17,  1,  24,    25, -1,  16
734077,20091101,     5, -1,  34,     1,  1,  21
734077,20091101,    26,  1,  40,    23, -1,  17
734078,20091102,    22,  1,  35,     2, -1,  27
734084,20091108,     2,  1,  31,    32, -1,  17
734084,20091108,    30,  1,  38,    12, -1,  28
734084,20091108,    21,  1,  27,    19, -1,  17
734084,20091108,    15,  1,  24,    16, -1,  21
734084,20091108,    14,  1,  20,    13, -1,  17
734084,20091108,     7,  1,  17,     3, -1,   7
734084,20091108,     1, -1,  41,     6,  1,  21
734084,20091108,    22,  1,  30,     5, -1,  20
734084,20091108,    29,  1,  32,    11, -1,  20
734084,20091108,    17, -1,  21,    23,  1,  20
734084,20091108,    31, -1,  34,    28,  1,  27
734084,20091108,     9, -1,  20,    26,  1,  16
734085,20091109,    27, -1,  28,    10,  1,  10
734088,20091112,    28,  1,  10,     6, -1,   6
734091,20091115,     5,  1,  28,     2, -1,  19
734091,20091115,    19,  1,  25,    30, -1,  23
734091,20091115,    20,  1,  27,    11, -1,  10
734091,20091115,    32,  1,  27,    10, -1,  17
734091,20091115,    31,  1,  41,     4, -1,  17
734091,20091115,    22, -1,  28,    18,  1,  23
734091,20091115,     7, -1,  18,    27,  1,  12
734091,20091115,    15, -1,  24,    24,  1,  22
734091,20091115,    16, -1,  16,    25,  1,  10
734091,20091115,     1,  1,  31,    29, -1,  20
734091,20091115,    12,  1,  17,     9, -1,   7
734091,20091115,    17,  1,  31,    26, -1,  23
734091,20091115,    14,  1,  35,    21, -1,  34
734092,20091116,     3, -1,  16,     8,  1,   0
734095,20091119,    19, -1,  24,     5,  1,  17
734098,20091122,    16,  1,  27,    27, -1,  24
734098,20091122,    20,  1,  35,    29, -1,   9
734098,20091122,     9,  1,   7,    32, -1,   6
734098,20091122,    12,  1,  30,    28, -1,  24
734098,20091122,    15,  1,  18,     4, -1,  15
734098,20091122,    11,  1,  38,     8, -1,  37
734098,20091122,    14, -1,  17,     3,  1,  15
734098,20091122,    23,  1,  34,     2, -1,  31
734098,20091122,    22, -1,  38,    30,  1,   7
734098,20091122,     1, -1,  21,    18,  1,  13
734098,20091122,    17, -1,  32,    10,  1,   3
734098,20091122,    21,  1,  31,    24, -1,  14
734098,20091122,    25,  1,  20,     7, -1,  17
734098,20091122,    26, -1,  24,     6,  1,  20
734099,20091123,    31, -1,  20,    13,  1,  17
734102,20091126,    12, -1,  34,    11,  1,  12
734102,20091126,     9,  1,  24,    25, -1,   7
734102,20091126,    10,  1,  26,    23, -1,   6
734105,20091129,     2,  1,  20,    30, -1,  17
734105,20091129,     4,  1,  31,    19, -1,  14
734105,20091129,     7,  1,  16,     8, -1,   7
734105,20091129,    14, -1,  35,    13,  1,  27
734105,20091129,    20,  1,  36,     6, -1,  10
734105,20091129,    24,  1,  17,     5, -1,   6
734105,20091129,    26,  1,  27,    32, -1,  24
734105,20091129,    29, -1,  27,    18,  1,  17
734105,20091129,    31,  1,  20,     1, -1,  17
734105,20091129,    17,  1,  43,    16, -1,  14
734105,20091129,    28,  1,  20,    15, -1,   3
734105,20091129,     3,  1,  20,    27, -1,  17
734106,20091130,    22,  1,  38,    21, -1,  17
734109,20091203,    24,  0,  19,     4,  0,  13
734112,20091206,    26, -1,  34,     2,  1,   7
734112,20091206,     5,  1,  16,    30, -1,   6
734112,20091206,     6,  1,  17,    18, -1,   9
734112,20091206,     7,  1,  23,    11, -1,  13
734112,20091206,    14,  1,  27,    31, -1,  17
734112,20091206,    22, -1,  33,    32,  1,  30
734112,20091206,    25, -1,  27,    27,  1,  24
734112,20091206,    15,  1,  23,    13, -1,  18
734112,20091206,    10, -1,  44,    16,  1,  13
734112,20091206,    17, -1,  30,     8,  1,  23
734112,20091206,     1,  1,  30,    20, -1,  17
734112,20091206,    23,  1,  31,     9, -1,  24
734112,20091206,    29,  1,  20,    28, -1,  17
734112,20091206,    19,  1,  22,    21, -1,  21
734113,20091207,    12,  1,  27,     3, -1,  14
734116,20091210,     8,  1,  13,    27, -1,   6
734119,20091213,    22, -1,  26,     2,  1,  23
734119,20091213,     3,  1,  48,    11, -1,   3
734119,20091213,    12, -1,  21,     6,  1,  14
734119,20091213,    13,  1,  34,    29, -1,   7
734119,20091213,    14,  1,  28,    10, -1,  16
734119,20091213,    19, -1,  14,    15,  1,  10
734119,20091213,     4, -1,  16,    16,  1,  10
734119,20091213,    20,  1,  30,     7, -1,  10
734119,20091213,    21,  1,  20,     5, -1,  10
734119,20091213,    24, -1,  26,    30,  1,   3
734119,20091213,    31,  1,  47,    18, -1,   7
734119,20091213,    32, -1,  34,    25,  1,  13
734119,20091213,    17, -1,  20,     9,  1,  17
734119,20091213,    26, -1,  45,    23,  1,  38
734120,20091214,    28,  1,  24,     1, -1,   9
734123,20091217,    14, -1,  35,    15,  1,  31
734125,20091219,     9, -1,  24,    22,  1,  17
734126,20091220,     3,  1,  31,     6, -1,   7
734126,20091220,    21, -1,  17,     4,  1,  10
734126,20091220,     1, -1,  31,    11,  1,  24
734126,20091220,     8, -1,  41,    16,  1,  34
734126,20091220,     2, -1,  10,    24,  1,   7
734126,20091220,    26,  1,  27,    28, -1,  13
734126,20091220,    27,  1,  37,    12, -1,  36
734126,20091220,    13, -1,  16,    18,  1,  13
734126,20091220,    31,  1,  27,    19, -1,  24
734126,20091220,    25, -1,  20,    10,  1,  19
734126,20091220,    17,  1,  27,     7, -1,  24
734126,20091220,    30, -1,  24,    29,  1,   7
734126,20091220,     5,  1,  26,    20, -1,   7
734127,20091221,    23, -1,  45,    32,  1,  12
734131,20091225,    17, -1,  42,    31,  1,  17
734133,20091227,     2,  1,  31,     4, -1,   3
734133,20091227,     7,  1,  17,    16, -1,  10
734133,20091227,     8,  1,  23,    25, -1,   9
734133,20091227,    12,  1,  48,    29, -1,  10
734133,20091227,    13, -1,  27,    19,  1,  20
734133,20091227,     5, -1,  41,    23,  1,   9
734133,20091227,    21,  1,  35,    15, -1,   7
734133,20091227,    30, -1,  20,    22,  1,  17
734133,20091227,    26,  1,  30,    10, -1,  27
734133,20091227,    27,  1,  23,     3, -1,  20
734133,20091227,     1,  1,  31,    18, -1,  10
734133,20091227,    28,  1,  20,    11, -1,   6
734133,20091227,    24, -1,  29,    14,  1,  15
734133,20091227,     9, -1,  17,    32,  1,   0
734134,20091228,     6,  1,  36,    20, -1,  30
734140,20100103,     4,  1,  30,    14, -1,   7
734140,20100103,     5,  1,  23,    22, -1,  10
734140,20100103,     8,  1,  23,    15, -1,  17
734140,20100103,     9,  1,  24,    26, -1,   0
734140,20100103,     6, -1,  37,    11,  1,  23
734140,20100103,    13,  1,  34,    21, -1,  27
734140,20100103,    27, -1,  30,    19,  1,  24
734140,20100103,    20,  1,  44,    23, -1,   7
734140,20100103,    24,  1,  37,     7, -1,   0
734140,20100103,    28, -1,  28,    18,  1,   6
734140,20100103,     2, -1,  20,    30,  1,  10
734140,20100103,    12, -1,  33,     1,  1,   7
734140,20100103,    16, -1,  44,    10,  1,  24
734140,20100103,     3, -1,  21,    25,  1,  13
734140,20100103,    17,  1,  23,    32, -1,  20
734140,20100103,    31, -1,  17,    29,  1,  13
734146,20100109,    24, -1,  24,     7,  1,  14
734146,20100109,     9,  1,  34,    26, -1,  14
734147,20100110,     3, -1,  33,    21,  1,  14
734147,20100110,     1,  1,  51,    12, -1,  45
734153,20100116,    22,  1,  45,     1, -1,  14
734153,20100116,    14,  1,  20,     3, -1,   3
734154,20100117,    20,  1,  34,     9, -1,   3
734154,20100117,    24, -1,  17,    17,  1,  14
734161,20100124,    14,  1,  30,    24, -1,  17
734161,20100124,    22,  1,  31,    20, -1,  28
734175,20100207,    22,  0,  31,    14,  0,  17
